id,comment_text,delays,access,costs,not about,errors
Amitriptyline-536320-8-5,"Why don , you ask your GP for ZOMORPH it is Morphine based but , it not to expensive for the NHS GP , will prescibe it it is better than the patches , I think so anyway .",0,0,1,0,0
Citalopram-493632-2-5,One way or the other you should do a slow taper so that your nervous system can gradually get used functioning with less and less of the drug .,0,0,0,1,0
Citalopram-486591-9-14,"Oh I forgot to mention I got 5HTP , well I am not even taking these , what a waste o money they were haha .",0,0,1,0,0
Knee_Problems-614678-6-4,I wanted to BE SURE I stayed on top of my temperature to ward off any chance of infection .,0,0,0,1,0
Depression--36816-20-7,That s why you should not reject medication completely .,0,0,0,1,0
Depression-604607-8-13,"Everything seemed ok but so much was missing from my life , I just could not get to a point in my mind where everything was just ok , things slowly began to come apart for me , I was no longer happy with my dad , step mom and little sister , I felt like so much of me was missing so I ran away from home when I was about to turn 15 .",0,0,0,1,0
Polymyalgia_Rheumatica_and_GCA-547227-1-1,In the US we have to pay money to get ad blocking .,0,0,0,1,0
Reflux_Oesophagitis--38289-3-13,It got expensive but it worked ! Stay away from sugar .,0,0,0,1,0
Olanzapine--27414-8-3,Its synonymous to doctors all too easily handing a diag like that out making such a quick sweeping judgement here .,0,0,0,1,0
Spinal_Problems-613287-0-55,Yes the nhs is free ( well actually we have paid into it all our working life ) but it is obviously increasingly often no longer able to support people with chronic problems properly .,0,0,0,1,0
Gallbladder_Problems-608136-4-15,I consider myself lucky to have had surgery so quickly as many wait much longer .,1,0,0,0,0
Prostate_Problems-701343-5-3,From my referral it took about 10 months to get a Urolift but that was only because there was a cancellation come up .,0,1,0,0,0
Mirtazapine-510589-28-2,"As for the thought of tapering further worries you , hy not hang on for a longer I was telling Calmer I was reading on a site , aying you should wait 2mths after the first drop and another 2mths after the second drop after that 10 .",0,0,0,1,0
Sjogrens_Syndrome-562737-8-2,Please ask your doctor about them as they are expensive on the NHS but if your eyes are thatdoctorand nothing else is working this could be your answer too .,0,0,0,1,0
Surgery_and_Anaesthetics-e-4667-14-14,"When I came too , more than anything my chest was in severe pain - the nurses had to call the doctor out of the theatre to come and see me in the ward .",0,1,0,0,0
Cellulitis-593547-1-5,After my bug bite it took 2 months of antibiotics for me ( as I was on wrong one being initially misdiagnosed .,0,0,0,0,1
Vertigo_and_Dizziness-300443-2-1,"They generally offer a ten minute free session before the initial consultation , to meet with you to get an idea if they can help you .",0,1,0,0,0
Knee_Problems-520525-8-6,She showed us every piece of equipment that will be made available to us in the hospital plus all kinds of info about Physical Therapy available in the hospital and as home is its once we are discharged .,0,1,0,0,0
Genital_Herpes_Simplex-414769-11-3,Been a long time .,0,0,0,1,0
Appendicitis-510135-12-13,"I telephoned the ward at the hospital I was in earlier to see if I could get any advice , but they said eleven weeks since being in the hospital was just too long a gap for me to be called back without my GP referral so if the pains get very bad to come to A E .",0,1,0,0,0
Haemorrhoids-490593-221-3,But the overall healing time takes far longer .,1,0,0,0,0
Hyperthyroidism-297214-1-2,I am replying to suggest you ring your GP reception and ask for a telephone consultation with your doc .,0,1,0,0,0
Cardiovascular_Disorders-517064-6-3,"We have other than his walking a blood pressure monitor with a heart beat recorder as well , not very expensive , available at chemist .",0,1,0,0,0
Prostate_Problems-585251-10-2,"Comparing similar procedure costs here in the UK , I would say what your insurance covered is quite cost-effective .",0,0,1,0,0
Irritable_Bowel_Syndrome--16018-0-6,So thanks to u all who have taken time to post on here - I raise my glass of wine ( probably making all this worse but to hell with it - I M IN CHARGE here ) to you all and may your suffering pass quickly ! : lol : .,0,0,0,1,0
Hip_Replacement-503981-12-8,I am just off to feed the chickens and then I shall have my feet up with a film making the most of it .,0,0,0,1,0
Anxiety_Disorders-665829-0-5,I place my phone over my heart to listen to how it is beating and I am always afraid it beating incorrectly .,0,0,0,1,0
Fibromyalgia_Syndrome-582519-1-6,I had sprained my sacrum a fee years back but this feels worse .,0,0,0,1,0
Benzodiazepines_and_Z_Drugs-695451-5-7,"I had horrendous symptoms when I was brought down rapidly from 40mg , developed severe OCD and anxiety and ended up in a psychiatric ward for 3 months , possibly the worst time of my life .",0,1,0,0,0
Fibromyalgia_Syndrome-454950-0-8,Just a note it would really have to be a NHS service as I now rely on PIP to live but I could if needed afford to pay for 1-2 private appointments if that is the only way many thanks soft hugs caroline .,0,0,1,0,0
Polymyalgia_Rheumatica_and_GCA-587866-5-3,And by really low levels many of us ( me included and I did brilliantly to 7 ) have to slow down even more .,0,0,0,1,0
Autonomic_Dysfunction-678089-2-6,"VA has one purpose , that is to reject or discredit any claim due to military related issues .",0,0,0,1,0
Chronic_Fatigue_Syndrome-403995-9-2,And it seemed to help with his crowded tooth .,0,1,0,0,0
Polymyalgia_Rheumatica_and_GCA-702380-5-3,I was also present at a meeting with the CEO for Emiss who promised to sort things out and it has not been done .,0,0,0,1,0
Depression-556101-4-1,"Thanks Christy , I have tryed exercise and when I used the gym I used to feel A hole lot better , only the gym is expensive and at the moment I can not afford it due to only working part time so I am hoping I get this full time job .",0,0,0,1,0
Abscess_Non_dental-606809-0-10,When i got there they was waiting with wheelchair took me to ward one of the team was not happy has they sent me home with high infection .,0,1,0,0,0
Polymyalgia_Rheumatica_and_GCA-451852-3-2,info health oral-thrush suggests that small packs are available OTC but that larger packs are prescription only .,0,1,0,0,0
Infectious_Mononucleosis-693145-21-4,i did not have the fatigue or mono that time just a very strange feeling and mental weirdness that lasted a pretty long time .,0,0,0,1,0
Chatroom--39023-18-5,"Will I be able to do that ? No BAD IDEA Will I have to keep my own list of medications in case I need to go into hospital ? Yes , so this system is a BAD IDEA I suppose the NHS think this will save money , but other than a small amount of paper I can not see its saving anything at all .",0,0,0,1,0
Anxiety_Disorders-414515-4-8,"The thing you could try is Rescue Remedy , I have the spray and do a couple of squirts which helps to calm me down but I understand it is available in all sorts of forms now .",0,1,0,0,0
Anxiety_Disorders-551875-0-4,"i have started getting head aches also which admittedly is not abnormal they are usually on and off i have also been going deaf in one ear and hearing a high pitched tone , my bones have been aching for a long time too , about 12 months , in my legs i get shooting pains in random places and i feel very weak quite alot like i am about 40 years older than i am ! i am classed as obese i am nearly 17 st and 6ft so this could be due to being unhealthy ? my diet is normal i would say although i have abused",0,0,0,1,0
Hernia-506386-162-5,"I have read that the scans do not show much so I do not know what do do ! I have a 4 , 00 deductible that just rolled over so the scan will be costly .",0,0,1,0,0
Prostate_Cancer-613323-6-9,"MR-guided focused ultrasound ( MRgFUS ) is available in US , FDA-approved and Medicare-covered .",0,1,0,0,0
Anxiety_Disorders-621510-0-10,I then gained access to my records online and was able to read all of my labs and radiology reports for the last couple years .,0,1,0,0,0
Depression-584648-0-9,I feel like its all my fault and I am mean and I do not deserve to be loved .,0,0,0,1,0
Mirtazapine--33905-73-1,"Normally , mirt would knock you out - it is notorious for sedation and causing people to sleep longer than they even want to .",0,0,0,1,0
Reflux_Oesophagitis-522368-6-1,"The throat lump and swallowing issues have not come back , but ever since i had the inconclusive cardiac stress test I have been a nervous wreck thinking it is my heart .",0,0,0,1,0
Cardiac_Arrhythmias-620573-7-5,Will continue to wait for my Echo and Holter appointments .,1,0,0,0,0
Alcohol_Consumption-455340-14-6,It might be worth you having some available so you can stem any issues before they get too bad .,0,0,0,1,0
Diabetes-175415-1-5,"You could , ( as my mum did ) buy a cheap blood glucose meter , check blood and if it is high go to A E ASAP , it may not be diabetes remember it could just be nothing .",0,0,0,1,0
Cataract-501339-507-13,For a young person where trauma caused cataract I likely would say wait .,0,0,0,1,0
Reflux_Oesophagitis-632491-10-1,The Stretta therapy is not widely available I believe because the catheter they use to deliver the therapy to the oesophagus costs between 3000-5000 each and can only be used once .,0,1,1,0,0
Anxiety_Disorders-613116-1-6,Get busy in something that keeps your mind focused instead of listening to people s theories that are very often misleading people .,0,0,0,1,0
Anxiety_Disorders-644357-3-17,Sometimes I look at my kids pictures when they were little and I miss them so much at that age .,0,0,0,1,0
Polymyalgia_Rheumatica_and_GCA-544507-1-4,"when I create a calorie deficit and limit my carbohydrate intake , my dosage requirement is lowered .",0,0,0,1,0
Benefits_and_Allowances-374817-1-4,"Grant you a partial payment as in a Low Rate , just to shut you up , and hope you will not appeal .",0,0,0,1,0
Colonoscopy--13640-0-8,whay to you think that they have so many nurses available to restrain the patient when the patient screams stop ?,0,1,0,0,0
Depression--39706-3-12,Wondering about the multiple posts ? I have limited internet access so my character capacity per post is very limited .,0,0,0,1,0
Lichen_Sclerosus-703119-7-4,Did you ask how she knew ? I try to ask as many questions as possible although I know the time is always limited .,0,0,0,1,0
Hip_Replacement-582674-18-10,"They are available to help you , not hurt you .",0,0,0,1,0
Sexual_Health-175542-6-1,"When our wives - the one person in the whole world that we are closer to than anyone else - stop sex and reject us over and over again , it is beyond hurtful .",0,0,0,1,0
Ankle_Problems-611739-5-18,You need to have a voice you need to see what is available to assist healing .,0,0,0,1,0
Pityriasis_Rosea--26087-2-6,- drinking 2 litres of water a day and not eating any sugary foods or alcohol ( apparently PR is caused by a virus and sugar will only help feed the virus ) .,0,0,0,1,0
Restless_Legs_Syndrome-374640-5-19,Now I limit myself to 2 per day and eat more Kiwi fruit and an orange .,0,0,0,1,0
Chronic_Fatigue_Syndrome-674860-0-37,"So all in all fee I am falling apart but still need to get back to work , as signed off for 2 weeks but can not take any longer as need the money .",0,0,0,1,0
Lichen_Sclerosus-636474-10-1,You know Debi I was diagnosed with LS almost 17 years ago with several years of remission .,0,0,0,1,0
Hip_Replacement-337842-0-1,rang hospital on Monday to see when I would be having op to be told would of been January but because of Al the cancellation in December will now be February but after news on tv yesterday about hospitals do not think will be February .,0,1,0,0,0
Benefits_and_Allowances-523510-59-1,"Hi skipspotter and welcome , I know that some people on here have been waiting a very long time to hear about their decision , I only had my assessment last week , so have no idea how long it will be before I hear anything .",0,0,0,1,0
Neurological_Disorders-397350-4-1,"other things you can look into are q10 that is very important for energy its in our bodies natrualy and is needed by every celll in the body , it depleates after the age of 30 , ence we start to slow down .",0,0,0,1,0
Menopause-668402-12-1,"I was mortified that a typo would translate that way and then i almost wanted to laugh hysterically , right ? Im glad i cheered you up !",0,0,0,1,0
Fluoxetine-360437-15-3,Been laughing n joking with my daughters friends and taken charge of 24 brownies doing valentines crafts - and enjoyed it ! Haha .,0,0,0,1,0
Psoriasis_and_Psoriatic_Arthritis--36884-1-18,"It s quite pricey but keeps my bigger sores down , you do have to use it for a few weeks before it starts working though .",0,0,1,0,0
Citalopram--15964-1-4,"Bad mistake , by Tuesday evening I started to feel very emotional again and sense that something was not right .",0,0,0,1,0
Knee_Problems-631307-7-6,Also financially as it is 180 a week out of pocket for PT and the therapist agrees it is wasting my money at this point .,0,0,1,0,0
Polymyalgia_Rheumatica_and_GCA-682126-7-1,Do nt forget that the return of adrenal function will be the limiting factor for speed of reduction from here on .,0,0,0,1,0
Mental_Health-612283-0-15,I feel i have to do my own research and just go to him when i need the consultation to be signed off .,0,1,0,0,0
Chronic_Fatigue_Syndrome-196302-7-27,It s not cheap .,0,0,0,1,0
Genital_Herpes_Simplex-606246-5-2,"Was your outbreak swabbed ? If not , that is a missed opportunity for proper early diagnosis and HSV typing , and you should retest for IgG only at 3 months .",0,0,0,0,1
Ovarian_Cyst-606653-0-3,I am just really wound up because I have waited SO long ( over 3 years ) .,0,0,0,1,0
Osteoarthritis-373660-5-23,But if you were to get the gait program first ( only a few pounds ) and if you think you are likely to manage it then you can get the price of that taken off the full package .,0,0,0,1,0
Menieres_Disease-549043-24-12,As a result I have increased my dosage to 64mg tds while I wait for a review with the consultant .,1,0,0,0,0
Vertigo_and_Dizziness-569549-5-18,"Once they concluded I did not have BPPV , they really did not bring much more to the table other than an absobitant bill that would choke a horse .",0,0,0,1,0
Psoriasis_and_Psoriatic_Arthritis-479870-3-3,Not that it matters greately but do you work in the public sector or private firm ? Capability route is interesting as this is no linked to yo ubeing able to carry out yoru job - you have positively advised them of your request for reasonable adjustment and if they dismissed you for capabality that would be an interest case ( although not helpful to you unless you decided to make a claim against them ) .,0,0,0,1,0
Genitourinary_Prolapse-650288-2-7,I was really upset when I first realized all of this - but am trying to come to terms with all of it by figuring out what I can still do - and realizing if I want to have a decent quality of life that I might just have to give up slinging 50 bags of horse feed .,0,0,0,1,0
Benzodiazepines_and_Z_Drugs-339217-3-4,I think you will find Eszopiclone ( Lunesta ) is available in the US .,0,1,0,0,0
Atrial_Fibrillation_And_Flutter-259396-6-1,I have also had consultation at Royal Brompton where the doctor I saw ( and advised ablation ) left me in doubt about the seriousness of the procedure and the statistics for a successful outcome .,0,1,0,0,0
Bipolar_Affective_Disorder-483630-0-9,"I do not like my children seeing me like this ! Has anyone else had similar experiences ? Will these side effects improve as my body tolerates the drugs better ? Any help or suggestions would be appreciated ! I should add I am 42 years old and currently a stay at home mom ( though I am a registered nurse ) , I have been unable to work for the past five years due to my mental illness and physical limitations ( back injury and Degenerative Disc Disease , two central disc herniations at L3-4 and L4-5",0,0,0,1,0
Foot_and_Toe_Problems--39379-0-12,I have always struggled with shoes hated the way they ended up out of shape because of my bunions I do not think I am going to miss the shooting pains I used to get from the bunion .,0,0,0,1,0
Knee_Problems-530733-0-1,"Hi I have had a reasonably trouble free experience re pain and movement but since the numbness has gone from my scar tissue area the knee has become more painful and i am wondering about other peeps experience with this how long did it last and does anything help ? I feels like it is really stretching inside my leg and I am wondering if that is ok or should I slow up on stretching exercises ? Do people still ice at this stage , my knee does feel a bit warm still Id be really grateful for feeback ,",0,0,0,1,0
Polymyalgia_Rheumatica_and_GCA--34551-8-2,"We should have been on a birthday cruise : shark : heading for Venice just now , but had to postpone it incase Jake s operation did not go to plan .",0,0,0,1,0
Tramadol-455193-4-1,If it take that many pills it is the wrong medication for you .,0,0,0,1,0
Hip_Replacement-507182-1-5,It s probably a small price to pay and surprisingly I am not as tired as I should be .,0,0,0,1,0
Uterine_Fibroids-602546-1-2,"Can I ask do you use HRT ? Do you have any peri menopause symptoms ? I started hrt last September after missing 3 periods and the hot flashes , night sweats started amongst many other symptoms I would been having for a couple of years .",0,0,0,1,0
Coeliac_Disease-482137-2-2,I also find that shopping on-line has advantages because the range of gluten-free products available is usually greater than found in the store .,0,0,0,1,0
Infectious_Mononucleosis-697871-5-6,That was a bad way to live really with symptoms not being treated and being dismissed as all in my head or due to stress ( I am the least stressed person I know ) .,0,0,0,1,0
Polymyalgia_Rheumatica_and_GCA-284630-0-5,( I miss my little cup of java .,0,0,0,1,0
Benefits_and_Allowances-535738-8-2,I moved a couple of months ago and my money never stopped .,0,0,0,1,0
Prostate_Cancer-361246-144-11,"I just do not know what to do about the turps , Although HoLep etc are available in other areas , urps still appears to be the GOLD standard but appears to have the worst possible side effects in comparison .",0,0,0,1,0
Prostate_Problems-619283-4-22,"So , I promised my wife that we would worry about the money later .",0,0,0,1,0
Chronic_Fatigue_Syndrome-509067-2-17,"I had to get a cleaner which was very difficult for me in my mind but , it has been a good decision and not a huge amount of money .",0,0,0,1,0
Cervical_Spondylosis-196379-1-3,The Mackenzie roll is advised but also expensive as they come from USA you can use a rolled up towel but that soon unfolds .,0,0,0,1,0
Depression-620804-0-1,"Hi everyone Just joined tonight ! Had a pretty tough last four years , ot divorced and basically lost my family barely see my kids , nd have struggled to keep a roof over my head , orking 50 hours a week to pay the bills and child maintenance etc But the thing that bothers me the most at the moment is my lack of libido it is on the floor got zero interest in sex or even being in a relationship I could not really care less about anything , ike I have really got no purpose in life any more my sexuality",0,0,0,1,0
Chronic_Obstructive_Pulmonary_Disease--34835-3-3,"Its not easy stopping but it really is the best thing you can do to help preserve your lungs , increase quality of life and it will slow down the progress of COPD and will likely increase the years you have for living .",0,0,0,1,0
Hip_Replacement-690645-8-1,Hi Nicole I am sorry to hear about your hip dislocation I know it is very painful I had my right hip replaced in March 2011 and after 1 month I dislocated it trying to shave my legs and I had the hip precautions that I was to follow but I may that mistake had to be rushed to emergency room to get it put back in place then 1 month later my hip dislocated again and was home again I had to pull myself up from chair call 911 and that time they could not get my hip back in so I had to wait all day and,0,0,0,1,0
Gallbladder_Problems-566340-19-1,"Dr has currenerly put me back on the IBS medications for bloating , spasms and gas until I get my appointment , I feel like I am just sat here waiting for either the hospital to contact me or to be rushed in from sudden pain , quite unnerving ! expecially when being told on the health forum that all I need to do is flush ( I think is a load of rubbish as I have read the science on it and about it actually been the oil stones ! ) and then i will be amazingly all good and should keep my gallbladder",0,0,0,1,0
Sjogrens_Syndrome-144659-0-1,I have tried everything available over the counter and they do not work .,0,0,0,1,0
Genital_Herpes_Simplex-647345-0-54,I also understood that he paid my mother s mortgage bills and I did not want it to turn into a family feud .,0,0,0,1,0
Cataract-657784-3-4,If you are st the point of needing surgery where are you in your research of lenses ? Does France s health system cover the entire surgery with a standard lens or any IOL of your choosing ? What are your desired results ? Are you wanting to be glasses free or are you ok with wearing glasses ? There are also trade-offs compromises with premium lenses .,0,0,0,1,0
Pregnancy_and_Genetic_Disorders--13027-0-18,"I was examined by the doctor on the ward , it was 2am at this time , I was tired , scared and in pain .",0,1,0,0,0
Haemorrhoids-690007-0-32,Was this rectal fluid ? Was I leaking all the time ? Did I make a terrible mistake ? Was I broken ? I visited my doctor again ( he was getting to know me pretty well at this point ) and he diagnosed pruritus ani ( irritated bunghole to the layperson ) and gave me Calmoseptine cream : a combination of zinc oxide as a skin protectant and menthol for its cooling effects .,0,0,0,1,0
Ankle_Problems-541932-0-5,I was nicely dosed up on Oxycodone waiting for the surgery but it felt like an eternity .,1,0,0,0,0
Prostate_Problems-533376-0-4,Its only available in Israel and Australia .,0,0,0,1,0
Menopause-687885-24-25,insane health insurance costs .,0,0,1,0,0
Uterine_Fibroids-675428-1-9,But our country and Canada does not offer that as a treatment without a cost .,0,0,1,0,0
Oesophageal_Achalasia_and_Spasm--36123-8-11,His consultation fees are 95 which is very reasonable given his expertise .,0,0,1,0,0
Knee_Problems-589004-0-8,"I just do not know what else he can do and its at least 4 weeks before we can get an initial consultation with the specialist , and then its a 12 month wait if they decide he needs surgery .",0,1,0,0,0
Polymyalgia_Rheumatica_and_GCA--30166-32-9,It has to be cheaper ( not to mention better for you ) to have enteric coated rather than have to take omeprazole as well .,0,0,1,0,0
Knee_Problems-560948-29-5,"I saw the cryo cuffs mentioned on this group and found them cheaper on the big online place but I am thinking you dare nt order them until after the op because you do not know how much the leg will swell , so what size to get ?",0,0,1,0,0
Sex_Chromosome_Aneuploidies-521443-10-8,"It is better to be able to see what I was doing ! Then one day I just gave up trying , I wanted a nice easy method that had no pain involved , and I went back to Andriol capsules , then they ran out literally , a world wide shortage .",0,1,0,0,0
Hip_Replacement-626309-17-3,Praying there is a reasonable remedy and appreciate any and all available updates and remedies !,0,1,0,0,0
Polymyalgia_Rheumatica_and_GCA-702934-4-4,it can be very frustrating when a doctor dismisses your ill feelings .,0,0,0,0,1
Polymyalgia_Rheumatica_and_GCA-555445-2-1,"Theoretically physio is supposed to help : A doctor may prescribe physical therapy to stretch or strengthen hip muscles , which may help treat the current bursitis and ward off future cases of bursitis .",0,1,0,0,0
Ankylosing_Spondylitis-671281-5-2,I have doubts about getting easier ( I can not even walk unaided to the kitchen and make a cup of tea then if I do I spill most of it because my whole body shakes with pain by the time I get back to the room I came from ) although a friend of mine gave me a try of medical cannabis and that really helped more than all the other drugs put together so I can not wait for it to be legal in UK later this year .,0,0,0,1,0
Supraventricular_Tachycardia-565422-6-10,I waited 9 hours to call 999 at which point I tried to get up and blacked out .,0,0,0,1,0
Menopause-526250-8-1,"Yes , experienced something similar several years ago : afraid of shopping malls , crowds , and being outside generally .",0,0,0,1,0
Lichen_Planus-597612-5-3,I have not been able to come up with the money for the biopsy through my dentist and he will not do it without payment in full .,0,0,1,0,0
Haemochromatosis-686948-5-6,I worked out that MRI before biopsy gave a better idea rather than dabbing here and there ( and perhaps missing ) .,0,0,0,1,0
Polymyalgia_Rheumatica_and_GCA-693269-0-10,I ordered the cbd oil from a reputable uk company - It is expensive but if it works and I manage to taper the steroids maybe I will regain my health .,0,0,0,1,0
Pain_and_Pain_Relief--37968-2-1,"I have the solution for him , a not a doctor but a patient , who tried many solutions worthless for 10 years , the patientsare on the wbsite not fun , or to make money they are tring y to solve their problem , they suffer so please respect the pain and the people if somebody can give the solution please do not cancel his her comment , if you do that please explain me the reason .",0,0,0,1,0
Menopause-655931-2-2,For a long time I thought I had diabetes but I got tested and I am not .,0,0,0,1,0
Menopause-358517-10-4,"Wonder if stress low mood affects them as had this two Xmases in a row ? Understand now that Xmas is not a great time for me my husband : both miss our parents so much Enjoying the break while I can as I am feeling really achy in the joints so think something looming , but all out of sync since Xmas bleed .",0,0,0,1,0
Mental_Health-476819-0-5,"I try to think of the positive things in my life to hold on for but , job ? Nope , just a stream of rejection , close family , have not got that either .",0,0,0,1,0
Benefits_and_Allowances-550921-6-1,I think you are referring to severe disability premium which is paid as part of income related ESA if you also receive the enhanced rate care component of DLA .,0,0,0,1,0
Infectious_Disease-359087-953-15,"Im working on flushing my nose out using a nose wash bottle with the salts that come with it a few drops of SSKI in it , IM getting huge amounts of what i presume is a green fungus every wash or so the itchiness is slowing down .",0,0,0,1,0
Cataract-532679-53-1,I fould a vision therapy program for the iPhone ( it may be available on other platforms ) called GlassesOff .,0,0,0,1,0
Bowel_Disorders-661837-0-2,"Really worried , I have had a sigmoscopy which came back clear and am waiting for a further appointment with a gastroenterologist consultant .",1,0,0,0,0
Knee_Problems-604625-8-8,"In May I went for a consultation with an orthopedic surgeon my x-rays showed a horribly misshapen knee that was becoming knock-kneed , i .",0,0,0,0,1
Urinary_Tract_Infection-613496-26-17,"One study said this does not work but they did not specify the strength of the juice - my bet is they used the cheaper type ! When you take antibiotics ALWAYS take probiotics as well , every day and also for weeks after the course of ABs is finished .",0,0,1,0,0
Vertigo_and_Dizziness-556136-528-8,"I seem to have developed anxiety about being in crowded public places and I used to be so out-going and fun My depression is off the rails because I feel like my whole life is falling apart , I have had to do online school since I have been out but the brain fog has left me with short term memory loss and just made me plain dumb .",0,0,0,1,0
Menopause-646040-0-25,I have missed social events and trips because of that and it is just ruling my life at the moment .,0,0,0,1,0
Infectious_Mononucleosis-537819-1-1,I forgot the trip to an oral surgeon for a consultation on my tooth .,0,0,0,1,0
Respiratory_Symptoms_and_Disorders-694310-0-11,its been so long now and im getting pretty scared that this will never go away .,0,0,0,1,0
Knee_Problems-619420-2-12,"You do not get as big an immediate effect as Xanax , but clonazepam lasts a whole lot longer .",0,0,0,1,0
Sertraline-614352-18-1,Thanks Julie ! It just seems like I am obsessing over every little thing - every day waiting and wondering .,0,0,0,1,0
Gallbladder_Problems--35357-257-25,I found it on Amazon at great prices .,0,0,0,1,0
Dihydrocodeine--25133-15-2,But they are trying him on methadone think 30mg a day but it not helping so he still using drugs as well 120 dfs if that makes sense 15 of them so I do not see point of bloody methadone if not cutting down pain killers am I missing something so trying to keep level head as I know he in a state and trying to stop .,0,0,0,1,0
Rheumatoid_Arthritis-399908-2-1,"However , there are appeal rights here and many times a well-written , threatening letter to the medical group and the insurnace commissioner pointing out circular logic of such a denial , will get your costs paid .",0,0,1,0,0
Chatroom-338995-20-2,While you were doing collect calls we were doign reverse charge calls .,0,0,0,1,0
Hypothyroidism-591484-0-16,I am on my own with a 3 year old and I work pArt tIme so can not afford to be ill .,0,0,0,1,0
Other_Conditions_and_General_Health-300581-1-7,"I was found to have a problem a few years ago when I collapsed in dreadful pain , whisked to hospital , discovered a kidney stone , and then they found my Parathyroid was at fault .",0,0,0,1,0
Hemifacial_Spasm-519412-3-3,"Also , f you take blood thinning herbals and you do not pass the blood coagulating test , hey will postpone your surgery for up to two weeks .",1,0,0,0,0
Oesophageal_Achalasia_and_Spasm-488214-1-2,"it is tricky getting a child to stick to any food limitations , as well as encouraging them to eat things that they become fearful of if it may cause sickness .",0,0,0,1,0
Hypothyroidism-669901-5-5,"But for doctor to say , no I will not refill your prescription until you make an appointment , but I do not have any appoinments available for at least three weeks .",0,1,0,0,0
Uterine_Fibroids-494647-5-2,I housewares I have extremely bad credit rating so I can not get a loan its just stupid that these surgeries are only available privately as where I asked to be referred to a doctor that would do the balloon surgery I was told if I wanted that I would have to pay for it all myself .,0,0,1,0,0
Menopause-700555-0-22,"I can not afford the deductible , I can not afford prescriptions , and even the co-pay sometimes , is not possible .",0,0,1,0,0
Infectious_Mononucleosis-550230-376-10,"I am normally quite stress resistant , I like crowded places , I like people-I am a city girl I have a stressful job , in the past I have been lecturing and teaching , did presentations in foreign language in some far flung places and plane for me was always a relaxing place .",0,0,0,1,0
Cataract-601133-4-2,"While you doctor and you are trying to figure out the reason , I strongly suggest that you postpone your second surgery .",1,0,0,0,0
Depression-670895-2-4,"loose stool , headaches , bad dizzy spells and pain between the eyes , zero apetite ) and crazy crazy isomnia which i still have , ( 2 -3 hours sleep a night ) all the latter side effects i can deal with if it meant i would never have to feel that disgusting draining , im going crazy kill me now feeling in my brain ) i went back to a different doctor and explained these tablets gave me severe depression which she agreed but insisted i stick with them for a little longer so VERY RELUCTANTLY i did it",0,0,0,1,0
Anxiety_Disorders-602057-0-4,I travelled on the train to see my fiancee ( I was missing her ) .,0,0,0,1,0
Depression-481410-3-3,I did sort of find a way by accepting it and realising I had to limit my life somewhat so I made sure I had a good work life balance .,0,0,0,1,0
Haemorrhoids-561268-16-10,"Near as I can figure , it takes a good 8 weeks or a bit longer for the tissues to heal and swelling to go down in rectum from any of these procedures .",1,0,0,0,0
Psoriasis_and_Psoriatic_Arthritis-490544-2-2,"I had to change GP s too ! I was told there was nothing that could be done for me , how wrong they were ! Please , please get a referral to a dermatologist , you do not have to live like this ! I know you said the drugs caused you problems but there are new ones becoming available all the time , they can juggle the drugs so you have the best quality of life and you do not have to struggle anymore .",0,1,0,0,0
Hip_Replacement-594436-7-2,i waited too long to have my surgery although part of that was because I was scheduled for April 3 but that was cancelled as my surgeon broke his leg .,0,1,0,0,0
Knee_Problems-640866-3-8,I felt crunching every so often but just dismissed it .,0,0,0,1,0
Mental_Health-374621-14-39,Maybe more research needs to be done into the metabolism slow down and the need for this .,0,0,0,1,0
Pulmonary_Embolism-649135-0-2,"I have been told hey will not give me an echo cardiogram until 6 months but surely they should prevent heart damage and not wait for it to happen , lso how do you know if the blood clots go or get worse , feel like no one gives you any answers apart from take blood thinners , an anyone help on what to expect or what I can do to improve quality of life I am only 47 but feel so drained and scared of what might happen .",1,0,0,0,0
Blepharitis--62456-246-15,When i was misdiagnosed with nickel dermatitis i had to look for nickel free cosmetics and I found it in EYE CARE cosmetics .,0,0,0,0,1
Chronic_Fatigue_Syndrome-687209-17-20,I had slow transit stools initially ( being polite ) but that is normal when 1st start is now returning to normal .,0,0,0,1,0
Hip_Replacement-454750-8-24,I have learned not to waste my time and money on someone that is not helping me and your treatment should be specific to your needs .,0,0,1,0,0
Bronchiectasis-582358-16-10,The safe ultra cheap brand here is called Mucus Relief .,0,0,1,0,0
Ankle_Problems-669659-9-1,I know the feeling Have you tried the ice strap on your ankle you can buy them on line and they reduce swelling hence reduce pain I used them 8 weeks in a little bit in comfy but slept longer Good luck Lee .,0,0,0,1,0
Oesophageal_Achalasia_and_Spasm-a-8904-17-7,I still need water with my meals but that is a small price to pay .,0,0,0,1,0
Hip_Replacement-674523-0-9,Went to a joint replacement class last Thursday and am even more fearful and worried as there are so many limitations as how to move once the surgery is over and I am home from the hospital .,0,0,0,1,0
Hysterectomy-601947-2-4,I will take your advice and use the support network that is available .,0,0,0,1,0
Complex_Regional_Pain_Syndrome-606872-5-7,I do not think it is available in the US yet .,0,0,0,1,0
Anxiety_Disorders-566778-2-3,"I will wait to get the final word from the doctor next week and hopefully I can report back that all is well and that I can finally breathe again ! I think my brain is conditioned to sense when I can really be happy and worry free so that in repsonse , it finds ways to make me worried about absolutely nothing .",0,0,0,1,0
